Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
qmpt145946527,23,4.8,13.049645,80.242268,13.059645,80.252268,2022-03-28,10:25:00,10:40:00,Sunny,Low ,van,Metropolitian ,100,Home
oodx699786308,30,4.1,11.008638,76.984311,11.088638,77.064311,2022-03-18,00:00:00,00:05:00,Fog,Low ,scooter ,Metropolitian ,32,Grocery
kqnb541413741,31,4.0,17.422819,78.449578,17.502819,78.529578,2022-04-06,21:25:00,21:40:00,Cloudy,Jam ,scooter ,Metropolitian ,210,Clothing
qmor997965528,20,4.7,12.970221,77.645396,13.040221,77.715396,2022-03-27,19:30:00,19:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,190,Snacks
apjp499087076,28,4.8,12.970324,77.645748,13.040324,77.715748,2022-03-31,18:20:00,18:35:00,Windy,Medium ,motorcycle ,Metropolitian ,110,Outdoors
mbpm468797333,20,4.8,26.905287,75.794592,26.925287,75.814592,2022-03-13,11:40:00,11:55:00,Cloudy,High ,scooter ,Metropolitian ,110,Outdoors
cstn214603246,22,5.0,10.035573,76.336958,10.095573,76.396958,2022-02-11,20:30:00,20:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,150,Cosmetics
curr119811104,24,5.0,0.0,0.0,0.11,0.11,2022-03-02,20:15:00,20:20:00,Sunny,Jam ,scooter ,Other,110,Cosmetics
rlwq490724544,23,4.6,11.025083,77.015393,11.045083,77.035393,2022-03-09,10:10:00,10:20:00,Windy,Low ,motorcycle ,Metropolitian ,55,Jewelry
hbmj331569387,37,4.8,26.90294,75.793007,26.93294,75.823007,2022-03-13,23:45:00,00:00:00,Sandstorms,Low ,scooter ,Metropolitian ,110,Outdoors
avpu995977691,20,5.0,11.001852,76.976268,11.011852,76.986268,2022-04-03,11:45:00,12:00:00,Fog,High ,motorcycle ,Metropolitian ,160,Electronics
rrmh113692587,32,4.7,22.728163,75.884212,22.738163,75.894212,2022-03-13,11:55:00,12:00:00,Sandstorms,High ,motorcycle ,Metropolitian ,245,Outdoors
eztk468187811,22,4.5,26.483042,80.317833,26.533042,80.367833,2022-02-15,22:20:00,22:35:00,Sandstorms,Low ,scooter ,Metropolitian ,90,Skincare
qdip903652173,30,4.8,12.304569,76.643622,12.394569,76.733622,2022-03-08,22:20:00,22:25:00,Sunny,Low ,scooter ,Metropolitian ,130,Jewelry
qhon269357066,25,5.0,0.0,0.0,0.04,0.04,2022-03-19,16:25:00,16:40:00,Sunny,Medium ,motorcycle ,Other,60,Snacks
srxh407376667,26,4.6,30.893081,75.821495,30.963081,75.891495,2022-02-16,22:55:00,23:05:00,Sandstorms,Low ,scooter ,Urban ,50,Skincare
fsgc318501581,20,5.0,19.221315,72.862381,19.261315,72.902381,2022-03-17,14:50:00,15:00:00,Cloudy,High ,van,Metropolitian ,110,Apparel
entv180044738,27,5.0,22.311603,73.165012,22.391603,73.245012,2022-03-29,19:25:00,19:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,95,Jewelry
mvvk118681740,33,3.9,22.695207,75.866059,22.785207,75.956059,2022-03-31,23:15:00,23:30:00,Cloudy,Low ,motorcycle ,Urban ,160,Jewelry
ukus554345207,30,4.5,19.22384,72.841347,19.33384,72.951347,2022-03-16,17:45:00,18:00:00,Sandstorms,Medium ,motorcycle ,Other,105,Books
rabe204239222,34,5.0,0.0,0.0,0.05,0.05,2022-03-15,21:30:00,21:40:00,Cloudy,Jam ,motorcycle ,Metropolitian ,125,Toys
uctb179353538,32,4.5,21.186438,72.794115,21.226438,72.834115,2022-04-03,17:00:00,17:15:00,Windy,Medium ,motorcycle ,Metropolitian ,125,Shoes
btej339385270,27,4.8,21.160522,72.771477,21.200522,72.811477,2022-04-03,16:40:00,16:50:00,Fog,Medium ,scooter ,Metropolitian ,80,Sports
pmyq311667264,38,4.7,18.53408,73.89852,18.57408,73.93852,2022-03-03,16:10:00,16:25:00,Windy,Medium ,scooter ,Metropolitian ,145,Kitchen
vauw879707185,25,4.9,19.065838,72.832658,19.085838,72.852658,2022-03-21,08:15:00,08:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,70,Clothing
zlbg288860527,29,4.7,18.533811,73.899315,18.583811,73.949315,2022-03-01,18:55:00,19:10:00,Cloudy,Medium ,scooter ,Urban ,65,Skincare
ocav127322737,29,4.6,21.160522,72.771477,21.220522,72.831477,2022-03-13,20:15:00,20:20:00,Sunny,Jam ,motorcycle ,Metropolitian ,75,Clothing
ddat860557802,23,4.6,12.316967,76.603067,12.376967,76.663067,2022-03-28,22:10:00,22:25:00,Windy,Low ,scooter ,Metropolitian ,55,Cosmetics
tntm543186028,36,4.9,12.310972,76.659264,12.370972,76.719264,2022-03-05,19:40:00,19:45:00,Windy,Jam ,motorcycle ,Metropolitian ,125,Outdoors
tscv959539004,23,4.7,22.74806,75.8934,22.81806,75.9634,2022-03-02,19:15:00,19:25:00,Windy,Jam ,scooter ,Metropolitian ,145,Toys
fnmf367654213,33,4.4,26.913483,75.803139,26.993483,75.883139,2022-03-23,20:30:00,20:35:00,Windy,Jam ,scooter ,Metropolitian ,160,Pet Supplies
lafp129078547,30,4.9,12.939496,77.625999,12.999496,77.685999,2022-03-24,23:10:00,23:20:00,Sunny,Low ,motorcycle ,Metropolitian ,115,Jewelry
jlzd083951060,35,4.6,26.913483,75.803139,26.953483,75.843139,2022-03-19,14:20:00,14:25:00,Sunny,High ,scooter ,Urban ,100,Home
zqbs653784058,36,4.4,18.592718,73.773572,18.682718,73.863572,2022-03-20,18:00:00,18:05:00,Stormy,Medium ,motorcycle ,Metropolitian ,165,Home
khjh659577565,25,4.5,17.455894,78.375467,17.475894,78.395467,2022-03-21,11:45:00,11:55:00,Cloudy,High ,motorcycle ,Metropolitian ,125,Electronics
kfyf128927430,31,4.7,27.165108,78.015053,27.305108,78.155053,2022-02-14,18:40:00,18:50:00,Sunny,Medium ,scooter ,Urban ,115,Jewelry
rmdo346278856,32,4.7,-22.514585,88.39331,22.554585,88.43331,2022-02-15,16:15:00,16:25:00,Stormy,Medium ,motorcycle ,Metropolitian ,32,Grocery
tzuk081637618,37,4.8,18.592718,73.773572,18.682718,73.863572,2022-03-18,19:50:00,20:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,225,Shoes
zqhz097117471,30,4.1,12.337928,76.617889,12.387928,76.667889,2022-03-01,18:55:00,19:00:00,Cloudy,Medium ,motorcycle ,Metropolitian ,165,Jewelry
yaqr276603722,26,5.0,21.160522,72.771477,21.180522,72.791477,2022-03-01,08:50:00,08:55:00,Sunny,Low ,van,Metropolitian ,80,Outdoors
pogi104258249,27,4.6,12.972532,77.608179,13.042532,77.678179,2022-03-10,00:00:00,00:10:00,Stormy,Low ,scooter ,Metropolitian ,16,Grocery
osfa855581451,37,4.3,19.003517,72.82765,19.033517,72.85765,2022-03-19,21:30:00,21:40:00,Sandstorms,Jam ,scooter ,Metropolitian ,170,Sports
frpu015050485,26,4.4,19.12663,72.829976,19.14663,72.849976,2022-03-19,09:45:00,10:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Toys
erva011876266,37,4.9,13.027018,80.254791,13.067018,80.294791,2022-03-30,14:20:00,14:35:00,Stormy,High ,motorcycle ,Metropolitian ,240,Books
sdyl050084098,31,4.9,30.372202,78.077151,30.502202,78.207151,2022-02-16,21:20:00,21:25:00,Sunny,Jam ,scooter ,Urban ,125,Snacks
ayyo531279745,24,5.0,19.207222,72.972281,19.227222,72.992281,2022-04-03,08:35:00,08:40:00,Windy,Low ,motorcycle ,Metropolitian ,65,Jewelry
okfq670351994,32,4.1,19.1813,72.836191,19.2713,72.926191,2022-03-27,21:40:00,21:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,180,Clothing
herd015397721,21,4.6,0.0,0.0,0.01,0.01,2022-03-09,10:45:00,10:55:00,Fog,Low ,motorcycle ,Metropolitian ,95,Home
idhy449329239,34,4.0,11.025083,77.015393,11.115083,77.105393,2022-04-06,18:40:00,18:55:00,Fog,Medium ,scooter ,Metropolitian ,190,Shoes
bcmr189231336,33,4.9,17.431668,78.408321,17.511668,78.488321,2022-03-25,23:00:00,23:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,135,Books
aqda584022313,35,4.5,12.975996,80.221898,12.985996,80.231898,2022-03-19,09:45:00,09:50:00,Sandstorms,Low ,scooter ,Metropolitian ,145,Sports
dkzy524385771,38,4.2,0.0,0.0,0.03,0.03,2022-02-11,22:20:00,22:25:00,Sandstorms,Low ,motorcycle ,Urban ,110,Cosmetics
uqgy024189558,37,4.9,23.211529,77.419399,23.251529,77.459399,2022-02-13,15:20:00,15:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,130,Skincare
ikux831377288,29,4.6,22.722634,75.886959,22.792634,75.956959,2022-03-10,18:25:00,18:40:00,Fog,Medium ,scooter ,Metropolitian ,145,Shoes
tcwu868964114,35,5.0,22.310526,73.170937,22.400526,73.260937,2022-04-02,17:55:00,18:10:00,Stormy,Medium ,motorcycle ,Metropolitian ,105,Jewelry
yldh546042967,37,5.0,0.0,0.0,0.06,0.06,2022-04-01,22:20:00,22:30:00,Sunny,Low ,motorcycle ,Metropolitian ,140,Kitchen
itoj919408215,26,5.0,11.003669,76.976494,11.033669,77.006494,2022-04-03,19:25:00,19:35:00,Cloudy,Jam ,scooter ,Metropolitian ,100,Cosmetics
zmms635283808,20,4.9,18.563934,73.915367,18.623935,73.975367,2022-04-03,19:00:00,19:05:00,Fog,Medium ,motorcycle ,Urban ,65,Books
qvku901903998,32,4.8,0.0,0.0,0.01,0.01,2022-04-03,11:45:00,12:00:00,Windy,High ,motorcycle ,Metropolitian ,135,Snacks
epix161488717,22,4.9,10.96185,76.971082,11.00185,77.011082,2022-03-26,12:40:00,12:55:00,Sandstorms,High ,motorcycle ,Metropolitian ,190,Cosmetics
ibzb446941365,24,4.5,19.103249,72.846749,19.113249,72.856749,2022-03-05,09:20:00,09:25:00,Windy,Low ,van,Metropolitian ,65,Clothing
vpzj106843126,35,4.7,11.010375,76.95295,11.090375,77.03295,2022-03-31,23:15:00,23:20:00,Stormy,Low ,scooter ,Metropolitian ,90,Home
nrcc730747470,38,4.5,23.357804,85.325146,23.377804,85.345146,2022-03-28,10:20:00,10:35:00,Fog,Low ,scooter ,Urban ,80,Kitchen
xihl149806855,34,4.8,13.086438,80.220672,13.166438,80.300672,2022-03-04,19:10:00,19:15:00,Fog,Jam ,motorcycle ,Metropolitian ,200,Jewelry
wkxo382609846,27,4.7,0.0,0.0,0.05,0.05,2022-03-09,18:35:00,18:40:00,Sunny,Medium ,scooter ,Metropolitian ,75,Skincare
tnmg513026671,30,4.7,13.029198,77.570997,13.039198,77.580997,2022-03-07,08:55:00,09:00:00,Stormy,Low ,motorcycle ,Metropolitian ,115,Pet Supplies
naqh547283646,28,4.5,17.422819,78.449578,17.552819,78.579578,2022-03-25,22:20:00,22:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,110,Skincare
sqqd135065622,24,3.5,23.374989,85.335486,23.404989,85.365486,2022-04-05,19:55:00,20:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,51,Grocery
xzxf235748670,28,4.7,22.651847,75.881991,22.681847,75.911991,2022-03-21,20:25:00,20:30:00,Windy,Jam ,scooter ,Urban ,130,Books
hpnm290643169,30,4.8,26.913483,75.803139,27.023483,75.913139,2022-03-08,17:35:00,17:45:00,Sandstorms,Medium ,scooter ,Urban ,110,Home
lbqm150022979,34,4.8,-26.472001,80.354002,26.582001,80.464002,2022-02-14,20:40:00,20:55:00,Sunny,Jam ,scooter ,Metropolitian ,80,Home
esgb809803152,39,4.9,25.451646,81.832796,25.541646,81.922796,2022-02-12,17:25:00,17:30:00,Stormy,Medium ,motorcycle ,Metropolitian ,170,Pet Supplies
qels617157669,31,4.9,12.321214,76.621094,12.361214,76.661094,2022-03-13,16:25:00,16:30:00,Windy,Medium ,motorcycle ,Metropolitian ,135,Cosmetics
imze367508606,22,4.7,21.15276,72.778059,21.17276,72.798059,2022-03-11,08:40:00,08:55:00,Fog,Low ,scooter ,Metropolitian ,90,Cosmetics
izcv287312075,20,4.9,26.892312,75.806896,27.022313,75.936896,2022-03-04,23:30:00,23:35:00,Sandstorms,Low ,motorcycle ,Metropolitian ,55,Jewelry
srpc890353253,26,4.8,21.149569,72.772697,21.219569,72.842697,2022-03-20,21:55:00,22:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,37,Grocery
ggaj884673949,32,4.6,22.725748,75.898497,22.835748,76.008497,2022-03-08,18:55:00,19:10:00,Sunny,Medium ,motorcycle ,Urban ,24,Grocery
xxpu250147922,28,4.6,26.766536,75.837333,26.876536,75.947333,2022-04-06,20:00:00,20:05:00,Sandstorms,Jam ,scooter ,Urban ,125,Jewelry
eaio834910937,29,4.8,22.727021,75.884167,22.787021,75.944167,2022-03-17,17:50:00,18:05:00,Stormy,Medium ,motorcycle ,Metropolitian ,110,Toys
svgs014644441,37,4.0,26.902908,75.792934,26.992908,75.882934,2022-03-12,19:45:00,19:50:00,Cloudy,Jam ,scooter ,Metropolitian ,180,Toys
ghay499430364,31,4.9,11.003669,76.976494,11.043669,77.016494,2022-04-01,12:55:00,13:00:00,Sunny,High ,motorcycle ,Metropolitian ,85,Sports
tiwt902577584,37,4.5,23.355164,85.324097,23.445164,85.414097,2022-03-12,18:40:00,18:55:00,Sunny,Medium ,van,Metropolitian ,85,Pet Supplies
viji945740441,23,4.5,13.049645,80.242268,13.089645,80.282268,2022-03-03,16:20:00,16:30:00,Stormy,Medium ,scooter ,Metropolitian ,110,Toys
opms922781586,38,5.0,21.175104,72.804342,21.255104,72.884342,2022-03-04,22:40:00,22:45:00,Cloudy,Low ,scooter ,Metropolitian ,135,Shoes
mrfx327149971,36,4.8,13.044694,80.26147,13.134694,80.35147,2022-03-31,22:10:00,22:25:00,Fog,Low ,motorcycle ,Metropolitian ,200,Kitchen
bvis754799380,22,5.0,19.221315,72.862381,19.351315,72.992381,2022-03-25,23:15:00,23:25:00,Fog,Low ,motorcycle ,Urban ,110,Snacks
jmjn116240089,27,4.0,26.911927,75.797282,26.981927,75.867282,2022-04-06,20:25:00,20:35:00,Fog,Jam ,scooter ,Metropolitian ,185,Toys
cmsh606755877,26,4.9,26.911378,75.789034,26.951378,75.829034,2022-03-30,16:30:00,16:35:00,Stormy,Medium ,motorcycle ,Metropolitian ,120,Outdoors
rcql072273738,36,4.9,0.0,0.0,0.02,0.02,2022-03-05,10:10:00,10:25:00,Fog,Low ,scooter ,Metropolitian ,90,Kitchen
koft209106884,35,4.7,12.979096,77.640625,13.019096,77.680625,2022-03-30,16:45:00,16:50:00,Sunny,Medium ,motorcycle ,Urban ,140,Cosmetics
mayo704831121,27,4.9,23.369746,85.33982,23.399746,85.36982,2022-03-11,21:45:00,21:50:00,Sunny,Jam ,motorcycle ,Urban ,95,Snacks
wjpk659058827,24,5.0,21.186438,72.794115,21.266438,72.874115,2022-03-31,23:35:00,23:45:00,Cloudy,Low ,scooter ,Metropolitian ,135,Books
nhvm358851447,28,4.9,0.0,0.0,0.13,0.13,2022-03-02,23:00:00,23:15:00,Fog,Low ,motorcycle ,Metropolitian ,100,Shoes
iafr346941531,39,4.9,0.0,0.0,0.03,0.03,2022-03-11,23:50:00,00:00:00,Sandstorms,Low ,scooter ,Metropolitian ,105,Kitchen
iany797140674,30,4.9,22.727021,75.884167,22.807021,75.964167,2022-03-02,22:15:00,22:25:00,Stormy,Low ,scooter ,Metropolitian ,125,Outdoors
bpgo327947490,23,4.8,21.170096,72.789122,21.250096,72.869122,2022-03-23,21:45:00,21:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,115,Books
qlal610696698,31,4.6,12.906229,77.596791,12.956229,77.646791,2022-03-05,22:30:00,22:45:00,Cloudy,Low ,scooter ,Metropolitian ,95,Snacks
ldos093508432,25,4.7,26.911927,75.797282,26.941927,75.827282,2022-03-03,18:40:00,18:45:00,Sunny,Medium ,van,Metropolitian ,70,Apparel
ayiu789194788,39,4.5,12.304569,76.643622,12.354569,76.693622,2022-03-24,19:55:00,20:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,115,Snacks
oneh605658992,37,5.0,22.311603,73.165012,22.421603,73.275012,2022-03-29,18:40:00,18:50:00,Sunny,Medium ,motorcycle ,Urban ,155,Cosmetics
dooh760887494,26,4.7,15.574828,73.766883,15.624828,73.816883,2022-02-13,17:10:00,17:15:00,Fog,Medium ,motorcycle ,Urban ,95,Home
mguk506760719,28,4.4,19.221315,72.862381,19.281315,72.922381,2022-03-07,21:35:00,21:45:00,Fog,Jam ,van,Metropolitian ,170,Toys
pxqw224751858,35,4.7,12.304569,76.643622,12.364569,76.703622,2022-03-17,18:00:00,18:05:00,Cloudy,Medium ,motorcycle ,Urban ,130,Kitchen
xyhx938495114,35,4.2,0.0,0.0,0.13,0.13,2022-03-16,17:15:00,17:20:00,Stormy,Medium ,motorcycle ,Metropolitian ,205,Electronics
zjrs690875618,34,4.7,11.021278,76.995017,11.051278,77.025017,2022-03-09,21:20:00,21:35:00,Sandstorms,Jam ,motorcycle ,Urban ,155,Jewelry
ufef747738614,26,4.5,23.211529,77.419399,23.261529,77.469399,2022-02-17,21:35:00,21:40:00,Fog,Jam ,motorcycle ,Metropolitian ,100,Books
qkac439772365,22,4.2,15.516833,73.768172,15.546833,73.798172,2022-02-17,21:35:00,21:50:00,Stormy,Jam ,motorcycle ,Metropolitian ,185,Books
lpvn567406030,31,4.9,0.0,0.0,0.02,0.02,2022-03-09,10:20:00,10:25:00,Cloudy,Low ,scooter ,Metropolitian ,80,Jewelry
lblz005307709,27,4.8,30.893081,75.821495,30.903081,75.831495,2022-02-11,09:20:00,09:25:00,Fog,Low ,scooter ,Metropolitian ,85,Cosmetics
hrki354455845,20,4.7,-25.453436,81.833167,25.473436,81.853167,2022-02-17,11:55:00,12:05:00,Sandstorms,High ,motorcycle ,Urban ,170,Jewelry
prxt481711644,29,4.6,18.530963,73.828972,18.600963,73.898972,2022-03-14,19:55:00,20:10:00,Stormy,Jam ,motorcycle ,Metropolitian ,27,Grocery
hnlz999939486,24,4.7,0.0,0.0,0.09,0.09,2022-02-18,18:20:00,18:35:00,Stormy,Medium ,scooter ,Metropolitian ,85,Skincare
xzrl716784548,27,4.6,17.431477,78.40035,17.501477,78.47035,2022-04-02,19:30:00,19:35:00,Sunny,Jam ,motorcycle ,Metropolitian ,65,Toys
zlns816481551,39,4.6,22.307898,73.167788,22.347898,73.207788,2022-03-09,16:55:00,17:00:00,Stormy,Medium ,motorcycle ,Metropolitian ,125,Electronics
imrp803136835,34,3.3,30.362686,78.06889,30.492686,78.19889,2022-02-14,22:50:00,23:00:00,Sunny,Low ,motorcycle ,Metropolitian ,160,Shoes
qrko476677585,31,4.6,18.56245,73.916619,18.69245,74.046619,2022-03-23,20:30:00,20:40:00,Cloudy,Jam ,scooter ,Urban ,225,Snacks
htpb789626651,27,3.7,26.911378,75.789034,26.971378,75.849034,2022-03-03,21:30:00,21:35:00,Sunny,Jam ,motorcycle ,Metropolitian ,265,Pet Supplies
hjzi943894845,29,4.7,21.175104,72.804342,21.215104,72.844342,2022-03-21,16:10:00,16:25:00,Fog,Medium ,scooter ,Other,75,Apparel
spxz463188019,27,4.6,18.994049,72.825203,19.034049,72.865203,2022-03-15,12:10:00,12:15:00,Cloudy,High ,scooter ,Metropolitian ,100,Snacks
taos979064352,36,4.6,12.906229,77.596791,12.956229,77.646791,2022-03-26,18:40:00,18:50:00,Windy,Medium ,motorcycle ,Metropolitian ,145,Electronics
fyah084750423,37,4.6,17.426228,78.407495,17.476228,78.457495,2022-03-09,23:35:00,23:50:00,Fog,Low ,motorcycle ,Metropolitian ,95,Snacks
dtyh080013405,38,4.3,26.911378,75.789034,27.021378,75.899034,2022-03-12,17:10:00,17:15:00,Sunny,Medium ,motorcycle ,Metropolitian ,195,Skincare
eudq679995513,39,4.6,26.481547,80.299775,26.621547,80.439775,2022-02-16,00:00:00,00:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,145,Toys
oiql823756089,24,4.6,22.722634,75.886959,22.812634,75.976959,2022-03-12,21:15:00,21:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,19,Grocery
hlkt353924203,30,4.9,11.025083,77.015393,11.045083,77.035393,2022-03-11,10:25:00,10:40:00,Windy,Low ,motorcycle ,Metropolitian ,130,Jewelry
wutf624130886,36,4.7,9.982834,76.283268,10.002834,76.303268,2022-02-11,10:55:00,11:10:00,Stormy,Low ,motorcycle ,Metropolitian ,110,Shoes
jpsh151920153,30,4.7,22.515082,88.36783,22.535082,88.38783,2022-02-17,09:50:00,10:05:00,Sandstorms,Low ,scooter ,Metropolitian ,145,Home
elnv479630016,39,4.5,19.1093,72.825451,19.1593,72.875451,2022-03-05,17:50:00,18:05:00,Cloudy,Medium ,scooter ,Metropolitian ,80,Apparel
wjbv289418121,35,4.9,0.0,0.0,0.01,0.01,2022-02-17,10:00:00,10:10:00,Stormy,Low ,motorcycle ,Metropolitian ,125,Pet Supplies
vypk458313502,21,4.8,11.024839,77.007003,11.034839,77.017003,2022-03-26,11:35:00,11:45:00,Windy,High ,scooter ,Metropolitian ,140,Cosmetics
nchn431114278,28,4.7,11.008638,76.984311,11.058638,77.034311,2022-03-01,22:50:00,23:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,110,Books
wdim783578741,31,4.6,23.359033,85.325347,23.469033,85.435347,2022-03-31,18:10:00,18:25:00,Windy,Medium ,motorcycle ,Metropolitian ,185,Shoes
fbde179676714,29,4.1,12.972161,77.596014,13.002161,77.626014,2022-03-11,23:50:00,00:00:00,Windy,Low ,motorcycle ,Metropolitian ,105,Jewelry
zagf517286818,27,5.0,26.913483,75.803139,26.983483,75.873139,2022-03-08,18:00:00,18:05:00,Sunny,Medium ,motorcycle ,Urban ,90,Shoes
iarq997110172,24,4.7,22.753839,75.897429,22.833838,75.977429,2022-03-14,17:30:00,17:35:00,Sunny,Medium ,motorcycle ,Metropolitian ,100,Jewelry
dthe786786537,20,4.9,22.722634,75.886959,22.782634,75.946959,2022-04-05,17:45:00,18:00:00,Sandstorms,Medium ,scooter ,Metropolitian ,125,Electronics
misr511906797,22,4.9,19.120083,72.907385,19.140083,72.927385,2022-03-30,09:45:00,10:00:00,Cloudy,Low ,scooter ,Metropolitian ,55,Electronics
kqgy288272904,37,4.7,11.010375,76.95295,11.140375,77.08295,2022-03-18,20:55:00,21:05:00,Cloudy,Jam ,scooter ,Metropolitian ,215,Pet Supplies
qnmz801440547,29,4.9,21.17106,72.789292,21.26106,72.879292,2022-03-04,23:40:00,23:55:00,Fog,Low ,scooter ,Metropolitian ,130,Books
mrtz690369413,29,4.6,11.026117,76.944652,11.086117,77.004652,2022-03-24,18:10:00,18:20:00,Fog,Medium ,scooter ,Urban ,75,Books
nnhh140451937,34,4.7,22.75004,75.902847,22.79004,75.942847,2022-03-24,12:15:00,12:20:00,Sandstorms,High ,scooter ,Metropolitian ,28,Grocery
hxto383609464,37,4.0,22.310329,73.169083,22.400329,73.259083,2022-03-16,18:25:00,18:35:00,Stormy,Medium ,motorcycle ,Urban ,31,Grocery
cwdq665046223,35,4.7,12.933284,77.615428,13.043284,77.725428,2022-03-16,17:10:00,17:20:00,Stormy,Medium ,scooter ,Metropolitian ,135,Toys
jdtd151538491,34,4.5,26.902328,75.794257,26.992328,75.884257,2022-03-25,22:25:00,22:40:00,Windy,Low ,motorcycle ,Metropolitian ,120,Pet Supplies
gkin856050185,30,4.1,0.0,0.0,0.01,0.01,2022-03-13,09:50:00,10:05:00,Sandstorms,Low ,motorcycle ,Metropolitian ,28,Grocery
pfjl227925381,35,4.5,22.760072,75.892574,22.890072,76.022574,2022-03-06,23:30:00,23:45:00,Cloudy,Low ,scooter ,Metropolitian ,175,Toys
zmmr176731641,22,4.2,26.892312,75.806896,27.002312,75.916896,2022-03-12,18:35:00,18:40:00,Fog,Medium ,van,Metropolitian ,195,Sports
dyhw743350086,38,4.8,12.284747,76.625861,12.324747,76.665861,2022-03-09,14:40:00,14:50:00,Fog,High ,van,Metropolitian ,150,Pet Supplies
rthe262371465,30,4.7,11.000762,76.981876,11.130762,77.111876,2022-03-20,22:20:00,22:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,130,Books
spzh923866339,31,4.7,23.359407,85.325055,23.439407,85.405055,2022-03-31,20:00:00,20:15:00,Sandstorms,Jam ,motorcycle ,Urban ,230,Skincare
mikp615052003,39,4.7,25.443994,81.860187,25.513994,81.930187,2022-02-16,18:45:00,19:00:00,Fog,Medium ,motorcycle ,Metropolitian ,190,Electronics
vvob136047989,26,4.7,26.846156,75.8023,26.866156,75.8223,2022-03-19,10:00:00,10:15:00,Sandstorms,Low ,scooter ,Metropolitian ,50,Toys
netd777132386,20,4.5,26.956431,75.776649,27.086431,75.906649,2022-03-06,19:45:00,19:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,110,Skincare
eqjj429662406,33,4.8,22.751857,75.866699,22.861857,75.976699,2022-03-27,21:10:00,21:20:00,Sunny,Jam ,scooter ,Metropolitian ,90,Home
aozl672518026,26,4.1,18.569156,73.774723,18.629156,73.834723,2022-03-11,23:00:00,23:15:00,Sandstorms,Low ,motorcycle ,Urban ,105,Jewelry
hkot618687978,25,4.7,26.891191,75.802083,26.951191,75.862083,2022-03-01,21:55:00,22:00:00,Windy,Jam ,motorcycle ,Urban ,80,Outdoors
qncx524411081,36,4.5,22.552996,88.35231,22.602996,88.40231,2022-02-11,23:25:00,23:35:00,Sunny,Low ,motorcycle ,Metropolitian ,125,Pet Supplies
tjjq916088097,35,4.3,13.02978,80.208812,13.07978,80.258812,2022-03-01,21:55:00,22:00:00,Fog,Jam ,motorcycle ,Metropolitian ,175,Kitchen
ysrp071058973,27,4.7,18.546947,73.900626,18.616947,73.970626,2022-04-02,23:50:00,23:55:00,Windy,Low ,scooter ,Metropolitian ,90,Jewelry
nlqt549804321,37,4.5,18.539299,73.897902,18.559299,73.917902,2022-04-01,09:50:00,10:05:00,Stormy,Low ,scooter ,Metropolitian ,135,Skincare
tqky129793204,22,4.7,10.027364,76.308258,10.117364,76.398258,2022-02-18,21:15:00,21:30:00,Stormy,Jam ,motorcycle ,Urban ,21,Grocery
udyv473142310,20,4.9,13.064181,80.236442,13.174181,80.346442,2022-03-31,17:55:00,18:05:00,Cloudy,Medium ,van,Urban ,135,Skincare
xlts622236215,27,4.6,30.89286,75.822199,30.91286,75.842199,2022-02-13,10:40:00,10:55:00,Windy,Low ,scooter ,Metropolitian ,60,Jewelry
ucwg297468735,32,4.7,12.334022,76.618203,12.394022,76.678203,2022-03-24,19:30:00,19:45:00,Windy,Jam ,motorcycle ,Metropolitian ,150,Home
gyvm380029078,20,4.7,11.025083,77.015393,11.105083,77.095393,2022-03-20,17:10:00,17:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,120,Toys
vgtq281702950,21,4.8,17.431477,78.40035,17.491477,78.46035,2022-03-17,18:25:00,18:30:00,Fog,Medium ,motorcycle ,Metropolitian ,125,Jewelry
uprf237007352,21,4.5,21.149669,72.772629,21.229669,72.852629,2022-03-16,20:00:00,20:15:00,Sandstorms,Jam ,scooter ,Metropolitian ,105,Outdoors
syiy245841530,24,4.7,23.351489,85.324253,23.391489,85.364253,2022-04-05,13:50:00,14:05:00,Cloudy,High ,scooter ,Metropolitian ,140,Books
kdfy697210090,36,4.7,11.000762,76.981876,11.050762,77.031876,2022-04-05,22:15:00,22:20:00,Fog,Low ,motorcycle ,Urban ,115,Sports
